case_id,subject,from,date,issue_category,sentiment,urgency,business_impact,confidence,root_cause,recommended_next_action,summary,key_entities,repeat_complaint_count,health_score,escalation_risk
19f316e7ce9f8d0a,[Case #4] API returning 500 errors intermittently,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:12 -0700",technical,urgent_negative,5,critical,0.98,A potential server-side instability or resource contention affecting the specific reporting endpoint.,Escalate to the engineering team to investigate server logs for the /v2/reports/4 endpoint and provide the client with an initial status update.,"The client is experiencing intermittent 500 Internal Server Errors on the /v2/reports/4 endpoint, which is disrupting their production reporting pipeline.","['/v2/reports/4', 'ERR-4']",1,47,high
19f316ebeade8eff,[Case #11] Extremely frustrated with lack of response,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:29 -0700",technical,urgent_negative,5,critical,0.98,Deployment of breaking changes to the API without providing adequate deprecation warnings or migration documentation.,Escalate to the engineering team to investigate the specific breaking changes and provide the user with immediate remediation steps or a rollback plan.,The user is reporting that recent undocumented changes to the /api/v2 endpoints have caused critical integration failures for their account.,"['/api/v2', 'ACC-11']",1,47,high
19f316efccba5d98,[Case #20] This is the third time I'm reporting the same issue,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:39:45 -0400",technical,urgent_negative,5,critical,0.98,Persistent failure in the synchronization integration layer between the CRM and the platform that has not been addressed by previous support interventions.,Escalate the ticket to a senior technical engineer for an immediate root cause analysis and provide the customer with a concrete resolution timeline.,The customer is reporting a recurring synchronization failure between their CRM and the platform for the third time and is threatening to churn.,"['ERR-20', 'ACC-20']",1,47,high
19f316eecc45b38d,[Case #16] Extremely frustrated with lack of response,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:39:41 -0400",technical,urgent_negative,5,critical,0.98,A breaking change was deployed to the production API environment without prior communication or a deprecation period for existing integrations.,Escalate to the engineering team to verify the API changes and provide the customer with an immediate rollback or a technical workaround.,The customer is reporting that recent undocumented changes to the /api/v2 endpoints have caused breaking issues for their integrations.,"['/api/v2', 'ACC-16']",1,47,high
19f316f05612689d,[Case #22] Extremely frustrated with lack of response,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:39:46 -0500",technical,urgent_negative,5,critical,0.98,Persistent failure in the data synchronization integration between the CRM and the platform that has not been addressed by previous support attempts.,Escalate the ticket to a senior technical lead for an immediate root cause analysis and provide the customer with a concrete resolution timeline.,"The customer is reporting a recurring, unresolved synchronization issue between their CRM and the platform and is threatening to churn.","['ERR-22', 'ACC-22']",1,47,high
19f316f39bde4c16,[Case #36] Very disappointed with recent service quality,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:00 -0700",technical,urgent_negative,5,critical,0.98,"A persistent integration bug between the CRM and the platform is failing to sync data, likely due to an unaddressed API or configuration conflict.",Escalate the ticket to a senior technical engineer for an immediate root cause analysis and provide the customer with a concrete resolution timeline.,"The customer is reporting a recurring CRM synchronization failure that remains unresolved after multiple attempts, leading to potential churn.","['ERR-36', 'ACC-36']",1,47,high
19f316fa0c0cdbbe,[Case #67] Locked out of my account,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:27 -0700",access,urgent_negative,5,high,0.98,A permissions update deployed 21 days ago likely introduced a configuration error or session conflict affecting admin account access.,Escalate to the engineering team to investigate the session management and permissions configuration for account ACC-67.,The user is experiencing a login redirect loop on the admin panel despite performing a password reset.,['ACC-67'],1,51,high
19f316f93595acbc,[Case #63] Locked out of my account,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:23 -0500",access,urgent_negative,5,high,0.98,A misconfiguration or conflict in the recent permissions update is preventing the authentication session from persisting for the user's account.,Escalate to the engineering team to investigate the permissions update impact on account ACC-63 and manually reset the user's session state.,The user is trapped in a login redirect loop on the admin panel following a recent permissions update.,['ACC-63'],1,51,high
19f316f99ed884ae,[Case #64] Very disappointed with recent service quality,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:25 -0700",complaint,urgent_negative,5,high,0.98,Internal support ticket backlog or failure in the escalation management process for Pro-tier accounts.,Immediately escalate ticket ERR-64 to a senior support lead and provide the customer with a personalized apology and status update.,The customer is expressing frustration regarding a 19-day delay in receiving a response for a high-priority support ticket.,"['ERR-64', 'ACC-64']",1,51,high
19f316f9bbc195e8,[Case #65] New team member needs account access,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:25 -0700",access,urgent_negative,5,high,0.95,A misconfiguration or permission conflict introduced during the recent permissions update is preventing the user's session from authenticating correctly.,Escalate to the engineering team to investigate the user's permission profile and session handling for account ACC-65.,The user is experiencing an infinite redirect loop when attempting to access the admin panel despite a password reset.,['ACC-65'],1,51,high
19f316f53d3320cb,[Case #43] Very disappointed with recent service quality,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:06 -0500",complaint,urgent_negative,5,high,0.98,Internal support queue mismanagement or failure to meet established service level agreements for high-priority tickets.,Immediately escalate ticket ERR-43 to a senior support lead and provide the customer with a personalized apology and status update.,The customer is expressing frustration regarding a 10-day delay in receiving a response for a high-priority support ticket.,"['ERR-43', 'ACC-43', 'Starter-tier']",1,51,high
19f316f4762b2a38,[Case #40] New team member needs account access,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:04 -0700",access,urgent_negative,5,high,0.98,"The user's API key expired, leading to repeated failed authentication attempts that triggered an automated account lockout.",Manually reset the account lockout status for ACC-40 and provide the user with instructions to update their API key.,User is locked out of account ACC-40 due to failed login attempts caused by an expired API key.,['ACC-40'],1,51,high
19f316f6c0515cec,[Case #51] Data sync broken between environments,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:13 -0700",technical,urgent_negative,5,high,0.98,A permission or authentication configuration error was likely introduced during the recent deployment affecting the dashboard API endpoint.,Investigate the API permissions for the /api/dashboard/data-51 endpoint and verify the deployment configuration for account ACC-51.,"The dashboard is failing to load due to a 403 error following a recent deployment, preventing team access to data.","['ACC-51', '/api/dashboard/data-51']",1,51,high
19f316f6fd3150f1,[Case #52] Locked out of my account,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:14 -0700",access,urgent_negative,5,high,0.98,A recent permissions update likely introduced a configuration conflict or session validation error for the user's account.,Escalate to the engineering team to investigate the permissions update impact on account ACC-52 and manually clear the user's session cache.,The user is trapped in a login redirect loop on the admin panel despite performing a password reset.,['ACC-52'],1,51,high
19f316fe0d5e281a,[Case #85] New team member needs account access,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:43 -0700",access,urgent_negative,5,high,0.98,The account security policy triggered a lockout mechanism after multiple failed authentication attempts caused by an expired API key.,Verify the user's identity and manually reset the account lockout status for ACC-85.,User is locked out of account ACC-85 due to failed login attempts following an expired API key rotation.,['ACC-85'],1,51,high
19f316fc8244214c,[Case #79] Login failing with error code AUTH-{n},CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:37 -0500",access,urgent_negative,5,high,0.98,A potential permission or authentication configuration mismatch introduced during the recent deployment is preventing the dashboard API from validating the user's session.,Escalate to the engineering team to investigate the 403 error logs for ACC-79 and verify if the recent update altered API endpoint permissions.,User is unable to access the dashboard due to a 403 error following a recent system update.,"['AUTH-{n}', 'ACC-79', '/api/dashboard/data-79']",1,51,high
19f316fbff47e693,[Case #75] Locked out of my account,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:34 -0700",access,urgent_negative,5,high,0.98,A permissions update likely introduced a configuration conflict or session validation error for the user's account.,Escalate to the engineering team to investigate the permissions update impact on account ACC-75 and clear the user's active session cache.,The user is experiencing an authentication redirect loop preventing access to the admin panel.,['ACC-75'],1,51,high
19f316fb095e4c29,[Case #72] Unable to access admin panel,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:31 -0500",access,urgent_negative,5,high,0.98,The account security policy triggered a lockout mechanism after multiple failed authentication attempts caused by an outdated API key.,Verify the user's identity and manually reset the lockout status for account ACC-72 while providing instructions for API key rotation.,The user is locked out of their admin panel due to failed login attempts following an expired API key rotation.,['ACC-72'],1,51,high
19f316fe61c50803,[Case #87] Data sync broken between environments,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:45 -0700",technical,urgent_negative,5,high,0.98,A permissions or authentication configuration error was likely introduced during the recent deployment affecting API access.,Investigate the API permissions for the /api/dashboard/data-87 endpoint and verify if the deployment altered access control lists for account ACC-87.,The dashboard is failing to load for account ACC-87 due to a 403 error following a recent deployment.,"['ACC-87', '403', '/api/dashboard/data-87']",1,51,high
19f31700ee7ed3dd,[Case #98] This is the third time I'm reporting the same issue,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:55 -0700",complaint,urgent_negative,5,high,0.98,A failure in the support ticketing workflow or internal escalation process has caused the existing case to be neglected.,Immediately escalate the ticket to a senior support lead to provide a status update and offer a formal apology to the customer.,The customer is expressing frustration regarding a lack of response for nine days on a previously reported high-priority ticket.,"['ERR-98', 'ACC-98']",1,51,high
19f316ff582dd288,[Case #91] New team member needs account access,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:48 -0700",access,urgent_negative,5,high,0.98,The account was automatically locked by security protocols following repeated authentication failures triggered by an expired API key.,Manually reset the account lockout status for ACC-91 and provide instructions for updating the expired API key.,The user is locked out of account ACC-91 due to failed login attempts caused by an expired API key.,['ACC-91'],1,51,high
19f316ffa21e244f,[Case #92] Unable to access admin panel,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:50 -0700",access,urgent_negative,5,high,0.98,"The automated API key rotation process failed or expired, triggering a security lockout after repeated login attempts.",Manually reset the user's account lockout status and provide instructions for updating the API key.,The user is locked out of their admin panel due to an expired API key rotation issue.,['ACC-92'],1,51,high
19f316eef03534d1,[Case #17] Very disappointed with recent service quality,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:41 -0700",complaint,urgent_negative,5,high,0.98,Internal support ticket backlog or failure in the escalation process for the Starter-tier account.,Immediately escalate ticket ERR-17 to a senior support lead for resolution and provide a direct apology to the customer.,The customer is expressing extreme frustration regarding a 21-day delay in receiving a response for a high-priority support ticket.,"['ERR-17', 'ACC-17']",1,51,high
19f316f30d36c193,[Case #34] Unable to access admin panel,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:39:58 -0500",access,urgent_negative,5,high,0.98,The account security lockout was triggered by an automated system response to repeated failed authentication attempts caused by an expired API key.,Verify the user's identity and manually reset the security lockout on account ACC-34 to restore access.,The user is locked out of their account due to failed login attempts following an expired API key rotation.,['ACC-34'],1,51,high
19f316e75d2d1169,[Case #2] This is the third time I'm reporting the same issue,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:10 -0700",complaint,urgent_negative,5,high,0.98,Internal service level agreement breach and failure to provide timely updates on an existing support ticket.,Escalate the ticket to a senior support lead for immediate resolution and provide a direct apology to the customer.,The customer is expressing frustration regarding a 12-day delay in receiving a response for a high-priority ticket.,"['ERR-2', 'ACC-2']",1,51,high
19f316f069c64742,[Case #23] Login failing with error code AUTH-{n},CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:47 -0700",access,urgent_negative,5,high,0.98,A potential permission or authentication configuration mismatch introduced during the recent deployment is preventing the dashboard API from authorizing the user's request.,Escalate to the engineering team to verify API permissions and authentication token validation for account ACC-23 following the latest deployment.,User is unable to access the dashboard due to a 403 error following a recent system update.,"['AUTH-{n}', 'ACC-23', '/api/dashboard/data-23']",1,51,high
19f316ee9131bcf6,[Case #14] Data sync broken between environments,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:40 -0700",technical,urgent_negative,5,high,0.98,"A permissions or authentication configuration error was likely introduced during the recent deployment, preventing the dashboard from accessing the required API endpoint.",Investigate the API permissions for the /api/dashboard/data-14 endpoint and verify if the recent deployment altered access control lists for account ACC-14.,The dashboard is failing to load for account ACC-14 due to a 403 Forbidden error following a recent update.,"['ACC-14', '/api/dashboard/data-14']",1,51,high
19f316eb0497e819,[Case #9] API returning 500 errors intermittently,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:25 -0700",technical,urgent_negative,5,high,0.98,A potential server-side instability or resource contention issue is causing intermittent failures on the specific reporting endpoint.,Escalate to the engineering team to investigate server logs for the /v2/reports/9 endpoint and provide the customer with an initial status update.,"The customer is experiencing intermittent 500 Internal Server Errors on the /v2/reports/9 endpoint, which is disrupting their production reporting pipeline.","['/v2/reports/9', 'ERR-9']",1,51,high
19f316ec3d62a39a,[Case #12] Locked out of my account,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:30 -0700",access,urgent_negative,5,high,0.98,The account was automatically locked by security protocols after multiple failed authentication attempts caused by an expired API key.,Verify the user's identity and manually reset the account lockout status for ACC-12.,The user is locked out of account ACC-12 due to failed login attempts following an expired API key rotation.,['ACC-12'],1,51,high
19f316efb0440c4d,[Case #19] This is the third time I'm reporting the same issue,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:39:44 -0400",complaint,urgent_negative,5,high,0.98,A breakdown in internal ticket escalation processes or communication follow-through has led to a significant delay in resolving the customer's issue.,Immediately escalate the ticket to a senior support lead to provide a status update and offer a service recovery gesture to the customer.,The customer is expressing frustration regarding a 14-day delay in receiving an update for a previously reported high-priority technical issue.,"['ERR-19', 'ACC-19']",1,51,high
19f316f836694638,[Case #58] New team member needs account access,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:19 -0700",access,urgent_negative,5,high,0.98,The account was automatically locked by the security system following repeated authentication failures triggered by an expired API key.,Manually reset the account lockout status for ACC-58 and provide instructions for updating the expired API key.,The user is locked out of their account due to failed login attempts caused by an expired API key.,['ACC-58'],1,51,high
19f316fc15737fd0,[Case #76] Unable to access admin panel,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:35 -0700",access,urgent_negative,5,high,0.95,A permissions update deployed 18 days ago likely introduced a configuration conflict or session validation error for the user's account.,Escalate to the engineering team to investigate session management and permission settings for account ACC-76.,"The user is trapped in a login redirect loop for account ACC-76, preventing access to the admin panel.",['ACC-76'],1,51,high
19f316f42500ae0c,[Case #39] New team member needs account access,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:03 -0700",access,urgent_negative,4,high,0.95,A misconfiguration or conflict in the user's permission settings following the recent system update is preventing successful authentication.,Escalate to the engineering team to investigate the permissions configuration for account ACC-39 and clear any stuck session tokens.,The user is experiencing an infinite redirect loop when attempting to access the admin panel after a recent permissions update.,['ACC-39'],1,57,medium
19f316faed202c8b,[Case #71] Login failing with error code AUTH-{n},CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:30 -0500",technical,urgent_negative,4,high,0.95,A potential backend service instability or database timeout issue is causing intermittent request failures on the reporting endpoint.,Escalate to the engineering team to investigate server logs for the /v2/reports/71 endpoint and provide an update to the customer regarding the status of ERR-71.,"The user is reporting intermittent 500 Internal Server Error responses on the /v2/reports/71 endpoint, causing failures in their production reporting pipeline.","['/v2/reports/71', 'ERR-71', 'AUTH-{n}']",1,57,medium
19f316fdb3b0ce07,[Case #84] Data sync broken between environments,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:42 -0500",technical,urgent_negative,4,high,0.95,The system is failing to correctly handle token refresh requests following the 13-day expiration window.,Escalate to the engineering team to investigate the SSO token refresh logic and provide the user with a status update.,"The user is experiencing an AUTH-84 error during SSO login across multiple platforms, likely due to a token refresh failure.","['AUTH-84', 'SSO']",1,57,medium
19f316fd9fbc7e21,[Case #83] Data sync broken between environments,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:41 -0500",access,urgent_negative,4,high,0.95,A potential failure in the backend token refresh mechanism following the 9-day expiry window.,Escalate to the engineering team to investigate the SSO token refresh service and provide the user with an estimated resolution timeline.,The user is unable to log in via SSO due to an AUTH-83 error occurring across both browser and mobile platforms.,"['AUTH-83', 'SSO']",1,57,medium
19f317014c963e6b,[Case #99] Dashboard not loading after latest update,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:56 -0500",technical,urgent_negative,4,high,0.98,A potential regression or service instability introduced in the most recent system update affecting the reporting API endpoint.,Escalate to the engineering team to investigate the server logs for the /v2/reports/99 endpoint and provide the user with an incident status update.,"The user is reporting intermittent 500 Internal Server Errors on the reporting endpoint following a recent update, which is disrupting their production pipeline.","['/v2/reports/99', 'ERR-99', 'Case #99']",1,57,medium
19f316f01d366d2c,[Case #21] API returning 500 errors intermittently,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:46 -0700",technical,urgent_negative,4,high,0.95,A recent deployment likely introduced a permission or authentication configuration error affecting the dashboard API endpoint.,Escalate to the engineering team to investigate the API permissions for the /api/dashboard/data-21 endpoint and verify the recent deployment logs.,"The user is experiencing a 403 error on the dashboard API following a recent deployment, preventing team access.","['ACC-21', '/api/dashboard/data-21']",1,57,medium
19f316f2f89ac68c,[Case #33] API returning 500 errors intermittently,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:39:58 -0400",technical,urgent_negative,4,high,0.95,A recent deployment likely introduced a regression in API permissions or authentication middleware affecting the dashboard data endpoint.,Investigate the recent deployment logs for changes to the /api/dashboard/data-33 endpoint and verify permission configurations for account ACC-33.,The user is unable to access the dashboard due to a 403 error on the API endpoint following a recent deployment.,"['ACC-33', '/api/dashboard/data-33', '403']",1,57,medium
19f316f4dee7c421,[Case #42] New team member needs account access,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:05 -0500",access,urgent_negative,4,high,0.95,A misconfiguration or conflict in the user's permission settings introduced during the recent update is preventing successful authentication.,Escalate to the engineering team to verify the user's permission scope and clear any stuck session tokens associated with ACC-42.,The user is experiencing a login redirect loop on the admin panel following a recent permissions update.,['ACC-42'],1,57,medium
19f316f5ce7c79db,[Case #47] Login failing with error code AUTH-{n},CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:40:09 -0400",technical,urgent_negative,4,high,0.98,A potential server-side instability or resource contention issue is causing intermittent failures on the /v2/reports/47 endpoint.,Escalate to the engineering team to investigate server logs for the /v2/reports/47 endpoint and provide the customer with an update on the investigation status.,"The user is experiencing intermittent 500 Internal Server Errors on the reporting endpoint, which is disrupting their production pipeline.","['/v2/reports/47', 'ERR-47']",1,57,medium
19f317019e616784,[Case #100] Login failing with error code AUTH-{n},CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:57 -0700",technical,urgent_negative,4,high,0.95,Potential instability or resource exhaustion within the reporting service backend causing intermittent request failures.,Escalate to the engineering team to investigate server logs for the /v2/reports/100 endpoint and provide the client with an initial status update.,"The client is experiencing intermittent 500 Internal Server Errors on their production reporting endpoint, causing failures in their data pipeline.","['/v2/reports/100', 'ERR-100']",1,57,medium
19f316fead377224,[Case #88] Billing amount doesn't match my plan,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:46 -0700",billing,negative,4,medium,0.98,A mismatch between the active subscription pricing in the billing system and the agreed-upon contract terms for the account.,"Verify the contract terms for ACC-88, adjust the billing system to reflect the correct $349 rate, and issue a credit or corrected invoice for the previous two cycles.",The customer is reporting a recurring billing discrepancy where they are being charged $129 instead of the contracted $349 for their Enterprise plan.,"['INV-880088', 'Enterprise plan', 'ACC-88']",1,67,medium
19f316f5bd6a05c0,[Case #46] Unexpected charge on my card,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:09 -0500",billing,negative,4,medium,0.98,A mismatch between the customer's contracted pricing tier and the automated billing system configuration for account ACC-46.,"Verify the contract terms for ACC-46, issue a credit for the overcharged amounts, and update the subscription billing profile to the correct rate.",The customer is reporting a recurring billing discrepancy where they are being overcharged $250 per month compared to their contract rate.,"['INV-460046', 'ACC-46', 'Team plan']",1,67,medium
19f316f21d1a7e3e,[Case #29] Billing amount doesn't match my plan,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:39:54 -0400",billing,negative,4,medium,0.98,A delay in the automated refund processing workflow or a failure to trigger the financial transaction after the cancellation request was approved.,Verify the status of the refund in the payment gateway and provide the customer with a transaction reference number or an estimated completion date.,The customer is requesting a status update on a $499 refund for a cancelled subscription that has not been processed after two weeks.,"['ACC-29', 'CANC-29']",1,67,medium
19f316fff474df49,[Case #93] Billing amount doesn't match my plan,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:51 -0700",billing,negative,3,medium,0.98,A delay in the internal financial processing pipeline or a failure to trigger the refund workflow upon subscription cancellation.,Verify the status of refund request CANC-93 in the billing system and provide the customer with a concrete timeline or confirmation of the transaction.,The customer is requesting a status update on a $249 refund for a cancelled subscription that has not been processed after two weeks.,"['ACC-93', 'CANC-93']",1,73,medium
19f31700be54973d,[Case #96] Refund not received after cancellation,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:54 -0700",billing,negative,3,medium,0.98,A delay in the internal financial processing or reconciliation of the refund request associated with account ACC-96.,Verify the status of refund request CANC-96 in the billing system and provide the customer with a concrete processing timeline.,The customer is requesting an update on a $129 refund that has not been processed two weeks after subscription cancellation.,"['ACC-96', 'CANC-96']",1,73,medium
19f31700cbe226df,[Case #97] Refund not received after cancellation,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:54 -0500",billing,negative,3,medium,0.98,A delay in the internal financial processing or payment gateway reconciliation for the cancelled subscription.,Verify the status of the refund in the payment processor and provide the customer with a transaction reference number or updated timeline.,The customer is requesting an update on a $499 refund that has not been processed two weeks after subscription cancellation.,"['CANC-97', 'ACC-97']",1,73,medium
19f316fed2c437fd,[Case #89] Refund not received after cancellation,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:46 -0500",billing,neutral,3,medium,0.95,A potential mismatch between the contract terms and the automated billing configuration for account ACC-89.,Verify the contract terms for ACC-89 against the current billing profile and provide the customer with a correction timeline for the overcharged amounts.,The customer is reporting a recurring billing discrepancy where the invoiced amount does not align with the agreed-upon contract price for their Starter plan.,"['INV-890089', 'Starter plan', 'ACC-89']",1,80,medium
